Area,Theme,UNHCR Outcome Area,Core Indicator,Data collection date,Indicator,Value,Population group,Geographical Scope,Comment,Source,Publication,Publication link,Data source,Methodology available,Available questionnaire,Methodology overview,Limitations,Microdata link
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",Outcome 13.3,Jun - Sep 2023,% of unemployed household members (16-64 yrs) out of those participating in the labor force,13,Refugees,Europe,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"This dataset comprises the regional consolidation of MSNA data from 7 countries.  Total sample: 11,530 households; The sampling methodologies employed vary by country (see country-level methodologies)",Potential sampling bias due to non-probabilistic household selection and data collection period. This can differ across country-level datasets,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,% of employed household (16-64 yrs) with a formal contract,83,Refugees,Bulgaria,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,054 households; face-to-face surveys; random selection of settlements + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jun - Jul 2023,% of employed household (16-64 yrs) with a formal contract,83,Refugees,Czech Republic,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105509,Survey,yes,yes,"Total sample: 1,218 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jun - Aug 2023,% of employed household (16-64 yrs) with a formal contract,88.9,Refugees,Hungary,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105324,Survey,yes,yes,Total sample: 682 households; face-to-face surveys; random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Aug - Sep 2023,% of employed household (16-64 yrs) with a formal contract,67,Refugees,Moldova,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,Total sample: 890 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Sep 2023,% of employed household (16-64 yrs) with a formal contract,71,Refugees,Romania,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,222 households; face-to-face surveys; sample distribution by geographical stratas + random selection of households from cash enrolment lists",Sample only representative of refugees enrolled for cash-assistance,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,% of employed household (16-64 yrs) with a formal contract,88.8,Refugees,Slovakia,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105616,Survey,yes,yes,Total sample: 819 households; face-to-face surveys; two stratas (collective sites vs. private accomm.); random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jun - Sep 2023,% of employed household (16-64 yrs) with a formal contract,82,Refugees,Europe,It does not include respondents from Poland.,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"This dataset comprises the regional consolidation of MSNA data from 7 countries.  Total sample: 11,530 households; The sampling methodologies employed vary by country (see country-level methodologies)",Potential sampling bias due to non-probabilistic household selection and data collection period. This can differ across country-level datasets,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,"% of unemployed household members (16-64 yrs) who indicated ""Lack of knowledge of local language"" as one of the main difficulties of finding work in host country",42,Refugees,Bulgaria,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,054 households; face-to-face surveys; random selection of settlements + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jun - Jul 2023,"% of unemployed household members (16-64 yrs) who indicated ""Lack of knowledge of local language"" as one of the main difficulties of finding work in host country",61,Refugees,Czech Republic,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105509,Survey,yes,yes,"Total sample: 1,218 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jun - Aug 2023,"% of unemployed household members (16-64 yrs) who indicated ""Lack of knowledge of local language"" as one of the main difficulties of finding work in host country",59,Refugees,Hungary,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105324,Survey,yes,yes,Total sample: 682 households; face-to-face surveys; random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Aug - Sep 2023,"% of unemployed household members (16-64 yrs) who indicated ""Lack of knowledge of local language"" as one of the main difficulties of finding work in host country",25,Refugees,Moldova,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,Total sample: 890 households; face-to-face surveys; sample distribution by geographical stratas + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,"% of unemployed household members (16-64 yrs) who indicated ""Lack of knowledge of local language"" as one of the main difficulties of finding work in host country",60,Refugees,Poland,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 5,640 households; face-to-face surveys; sample distribution by geographical stratas + random selection of districts + convenience sampling for households selection",Potential sampling bias due to non-probabilistic household selection and data collection period,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Sep 2023,"% of unemployed household members (16-64 yrs) who indicated ""Lack of knowledge of local language"" as one of the main difficulties of finding work in host country",57,Refugees,Romania,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,,Survey,yes,yes,"Total sample: 1,222 households; face-to-face surveys; sample distribution by geographical stratas + random selection of households from cash enrolment lists",Sample only representative of refugees enrolled for cash-assistance,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Aug 2023,"% of unemployed household members (16-64 yrs) who indicated ""Lack of knowledge of local language"" as one of the main difficulties of finding work in host country",32,Refugees,Slovakia,,Interagency,Multi-Sector Needs Assessment (MSNA) 2023,https://data.unhcr.org/en/documents/details/105616,Survey,yes,yes,Total sample: 819 households; face-to-face surveys; two stratas (collective sites vs. private accomm.); random selection of districts + convenience sampling for households selection,Potential sampling bias due to non-probabilistic household selection and data collection period,
